HGNC ID	Approved symbol	Approved name	Previous symbols	Alias symbols	Accession numbers	RefSeq IDs
HGNC:45260	NDUFB4P12	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 12				NG_030266
HGNC:7700	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5		SGDH, CI-SGDH, MGC12314	AF047181	NM_002492
HGNC:52267	NDUFB5P1	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 1				NG_022040
HGNC:52268	NDUFB5P2	NADH:ubiquinone oxidoreductase subunit B5 pseudogene 2				NG_026737
HGNC:7701	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6		B17, CI	AF035840	NM_002493
HGNC:7702	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7		B18, CI-B18, MGC2480		NM_004146
HGNC:7703	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8		ASHI, CI-ASHI	AF044958	NM_005004
HGNC:20023	NDUFB8P1	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 1				NG_002595
HGNC:33978	NDUFB8P2	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 2				XR_015999
HGNC:33979	NDUFB8P3	NADH:ubiquinone oxidoreductase subunit B8 pseudogene 3				
HGNC:7704	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9		B22, UQOR22, LYRM3	AF044956	NM_005005
HGNC:52269	NDUFB9P1	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 1				
HGNC:52270	NDUFB9P2	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 2				NG_030054
HGNC:52271	NDUFB9P3	NADH:ubiquinone oxidoreductase subunit B9 pseudogene 3				NG_022402
HGNC:7696	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10		PDSW	AF044954	NM_004548
HGNC:52272	NDUFB10P1	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 1				NG_022109
HGNC:52273	NDUFB10P2	NADH:ubiquinone oxidoreductase subunit B10 pseudogene 2				
HGNC:20372	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11		ESSS, NP17.3, Np15	AF044213	NM_019056
HGNC:33980	NDUFB11P1	NADH:ubiquinone oxidoreductase subunit B11 pseudogene 1	NDUFB11P			NG_009688
HGNC:7705	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1		KFYI	AF047184	NM_002494
HGNC:7706	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2		B14.5b, HLC-1	AF087659	NM_004549
HGNC:42956	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough				
HGNC:7707	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1		CI-75k		NM_005006
HGNC:7708	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2		CI-49	BC008868	NM_004550
HGNC:7709	NDUFS2L	symbol withdrawn, see [HGNC:7693](/data/gene-symbol-report/#!/hgnc_id/HGNC:7693)				
HGNC:7710	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3		CI-30	AF067139	NM_004551
HGNC:7711	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4		AQDQ, CI-18	AF020351	NM_002495
HGNC:7712	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5		CI-15k	AF047434	NM_004552
HGNC:44039	NDUFS5P1	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 1				
HGNC:44040	NDUFS5P2	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2				
HGNC:44041	NDUFS5P3	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 3				
HGNC:44042	NDUFS5P4	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 4				
HGNC:44043	NDUFS5P5	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 5				
HGNC:44044	NDUFS5P6	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 6				
HGNC:44045	NDUFS5P7	NADH:ubiquinone oxidoreductase subunit S5 pseudogene 7				
HGNC:7713	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6		CI-13kA	BC038664	NM_004553
HGNC:52274	NDUFS6P1	NADH:ubiquinone oxidoreductase subunit S6 pseudogene 1				
HGNC:7714	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7		PSST, FLJ46880, FLJ45860, CI-20	AF115969	NM_024407
HGNC:7715	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8		TYKY, CI-23k	U65579	NM_002496
HGNC:7716	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1		CI-51K	AF092131	NM_007103
HGNC:26915	NDUFV1-DT	NDUFV1 divergent transcript	C11orf72	FLJ90834	AK075315	NR_130935
HGNC:7717	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2		CI-24k	X84421	NM_021074
HGNC:50826	NDUFV2-AS1	NDUFV2 antisense RNA 1				
HGNC:7718	NDUFV2P1	NADH:ubiquinone oxidoreductase core subunit V2 pseudogene 1			X84682	
HGNC:7719	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3		CI-10k		
HGNC:30815	NEAT1	nuclear paraspeckle assembly transcript 1	NCRNA00084	TncRNA, MENepsilon/beta, LINC00084, VINC, TP53LC15		NR_028272
HGNC:7720	NEB	nebulin	NEM2	NEB177D	X83957	NM_004543
HGNC:16932	NEBL	nebulette	C10orf113	LASP2, LNEBL, bA165O3.1	Y16241	NM_006393
HGNC:44899	NEBL-AS1	NEBL antisense RNA 1				NR_046283
HGNC:7721	NEC1	symbol withdrawn, see [HGNC:8743](/data/gene-symbol-report/#!/hgnc_id/HGNC:8743)				
HGNC:7722	NEC2	symbol withdrawn, see [HGNC:8744](/data/gene-symbol-report/#!/hgnc_id/HGNC:8744)				
HGNC:20983	NECAB1	N-terminal EF-hand calcium binding protein 1	EFCBP1		AF414126	NM_022351
HGNC:23746	NECAB2	N-terminal EF-hand calcium binding protein 2	EFCBP2		AY299331	NM_019065
HGNC:15851	NECAB3	N-terminal EF-hand calcium binding protein 3	SYTIP2, APBA2BP	XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3	AB039947	
HGNC:24539	NECAP1	NECAP endocytosis associated 1		DKFZP566B183	AK074923	NM_015509
HGNC:43912	NECAP1P1	NECAP endocytosis associated 1 pseudogene 1				
HGNC:43913	NECAP1P2	NECAP endocytosis associated 1 pseudogene 2				
HGNC:25528	NECAP2	NECAP endocytosis associated 2		FLJ10420	AK021938	NM_018090
HGNC:9706	NECTIN1	nectin cell adhesion molecule 1	HVEC, ED4, PVRL1	PRR, PRR1, PVRR1, SK-12, HIgR, CLPED1, CD111, OFC7, Nectin-1	X76400	
HGNC:54270	NECTIN1-AS1	NECTIN1 antisense RNA 1				
HGNC:55513	NECTIN1-DT	NECTIN1 divergent transcript				NR_120587
HGNC:9707	NECTIN2	nectin cell adhesion molecule 2	HVEB, PVRL2	PVRR2, PRR2, CD112, Nectin-2	X80038	NM_002856
HGNC:56474	NECTIN2P1	NECTIN2 pseudogene 1				
HGNC:17664	NECTIN3	nectin cell adhesion molecule 3	PVRL3	nectin-3, PPR3, PVRR3, DKFZP566B0846, CDw113, CD113	AF282874	NM_015480
HGNC:40813	NECTIN3-AS1	NECTIN3 antisense RNA 1	PVRL3-AS1			
HGNC:19688	NECTIN4	nectin cell adhesion molecule 4	PVRL4	nectin-4, PRR4, LNIR	AF426163	NM_030916
HGNC:40893	NECTIN4-AS1	NECTIN4 antisense RNA 1		AL591806.1		
HGNC:7723	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor		GCP-WD, TUBGCP7		
HGNC:7725	NEDD2	symbol withdrawn, see [HGNC:1503](/data/gene-symbol-report/#!/hgnc_id/HGNC:1503)				
HGNC:7726	NEDD3	symbol withdrawn, see [HGNC:3029](/data/gene-symbol-report/#!/hgnc_id/HGNC:3029)				
HGNC:7727	NEDD4	NEDD4 E3 ubiquitin protein ligase		KIAA0093, MGC176705, NEDD4-1, RPF1	D42055	NM_198400
HGNC:7728	NEDD4L	NEDD4 like E3 ubiquitin protein ligase		KIAA0439, RSP5, NEDD4-2	AF210730	
HGNC:7730	NEDD6	symbol withdrawn, see [HGNC:10299](/data/gene-symbol-report/#!/hgnc_id/HGNC:10299)				
HGNC:7731	NEDD7	symbol withdrawn, see [HGNC:5229](/data/gene-symbol-report/#!/hgnc_id/HGNC:5229)				
HGNC:7732	NEDD8	NEDD8 ubiquitin like modifier		Nedd-8	D23662	NM_006156
HGNC:39551	NEDD8-MDP1	NEDD8-MDP1 readthrough				NM_001199823.1
HGNC:54555	NEDD8P1	NEDD8 pseudogene 1				NG_028020
HGNC:7733	NEDD9	neural precursor cell expressed, developmentally down-regulated 9		HEF1, CAS-L, CASS2	L43821	NM_006403
HGNC:7724	NEDD10	symbol withdrawn, see [HGNC:29416](/data/gene-symbol-report/#!/hgnc_id/HGNC:29416)				
HGNC:7735	NEF4	symbol withdrawn, see [HGNC:9461](/data/gene-symbol-report/#!/hgnc_id/HGNC:9461)				
HGNC:7736	NEF5	symbol withdrawn, see [HGNC:6057](/data/gene-symbol-report/#!/hgnc_id/HGNC:6057)				
HGNC:7737	NEFH	neurofilament heavy chain		NF-H, NFH		NM_021076
HGNC:7738	NEFHP1	NEFH pseudogene 1	NEFHL			
HGNC:56959	NEFHP2	NEFH pseudogene 2				NG_021983
HGNC:7739	NEFL	neurofilament light chain		NFL, CMT1F, CMT2E, NF68, PPP1R110		NM_006158
HGNC:7740	NEFLL1	neurofilament, light polypeptide-like 1				
HGNC:7741	NEFLL2	neurofilament, light polypeptide-like 2				
HGNC:37662	NEFLP1	neurofilament light pseudogene 1				NG_002813
HGNC:7734	NEFM	neurofilament medium chain	NEF3	NFM, NF-M	BC002421	NM_005382
HGNC:45030	NEFMP1	neurofilament medium pseudogene 1				NG_025505
HGNC:7742	NEGF1	symbol withdrawn, see [HGNC:9630](/data/gene-symbol-report/#!/hgnc_id/HGNC:9630)				
HGNC:7743	NEGF2	symbol withdrawn, see [HGNC:6972](/data/gene-symbol-report/#!/hgnc_id/HGNC:6972)				
HGNC:17302	NEGR1	neuronal growth regulator 1		KILON, MGC46680, Ntra, IGLON4	AK092307	NM_173808
HGNC:43593	NEGR1-AS1	NEGR1 antisense RNA 1				
HGNC:41432	NEGR1-IT1	NEGR1 intronic transcript 1			BC042082	
HGNC:18448	NEIL1	nei like DNA glycosylase 1		FLJ22402, hFPG1, NEI1, FPG1	AK026055	NM_024608
HGNC:58160	NEIL1-AS1	NEIL1 antisense RNA 1				
HGNC:18956	NEIL2	nei like DNA glycosylase 2		NEH2, FLJ31644, MGC2832, MGC4505	AK056206	NM_145043
HGNC:24573	NEIL3	nei like DNA glycosylase 3		FLJ10858, hFPG2, FPG2, hNEI3, ZGRF3	AB079071	NM_018248
HGNC:7744	NEK1	NIMA related kinase 1		NY-REN-55, KIAA1901	AB067488	
HGNC:7745	NEK2	NIMA related kinase 2		NLK1, NEK2A, RP67, PPP1R111	U11050	NM_002497
HGNC:28085	NEK2-DT	NEK2 divergent transcript				
HGNC:19272	NEK2P1	NEK2 pseudogene 1	NEK2P			NG_002554
HGNC:37816	NEK2P2	NEK2 pseudogene 2				NG_016726
HGNC:37817	NEK2P3	NEK2 pseudogene 3				NG_007923
HGNC:37818	NEK2P4	NEK2 pseudogene 4				NG_016766
HGNC:7746	NEK3	NIMA related kinase 3		HSPK36, MGC29949	AK290259, BC019916	
HGNC:11399	NEK4	NIMA related kinase 4	STK2	NRK2, pp12301	L20321	NM_003157
HGNC:39649	NEK4P1	NIMA-related kinase 4 pseudogene 1				
HGNC:39650	NEK4P2	NIMA-related kinase 4 pseudogene 2				NG_026146
HGNC:39651	NEK4P3	NIMA-related kinase 4 pseudogene 3				NG_025511
HGNC:7748	NEK5	NIMA related kinase 5			BC063885	NM_199289
HGNC:7749	NEK6	NIMA related kinase 6		SID6-1512	AF087909	NM_014397
HGNC:13386	NEK7	NIMA related kinase 7			AB062450	NM_133494
HGNC:13387	NEK8	NIMA related kinase 8		NPHP9	AY267371	
HGNC:18591	NEK9	NIMA related kinase 9		Nek8, NERCC, DKFZp434D0935, MGC16714, NERCC1	AY048580	NM_033116
HGNC:18592	NEK10	NIMA related kinase 10		FLJ32685	AK123061, AK057247	NM_152534
HGNC:18593	NEK11	NIMA related kinase 11		FLJ23495	AK027148	NM_024800
HGNC:58249	NEK11-AS1	NEK11 antisense RNA 1				
HGNC:12768	NELFA	negative elongation factor complex member A	WHSC2	NELF-A	AF101434	NM_005663
HGNC:24324	NELFB	negative elongation factor complex member B	COBRA1	KIAA1182, NELF-B	AF464935	NM_015456
HGNC:15934	NELFCD	negative elongation factor complex member C/D	TH1L	HSPC130, TH1, NELF-C, NELF-D	AF161479	NM_198976
HGNC:13974	NELFE	negative elongation factor complex member E	RDBP	RD, D6S45, NELF-E, RDP	M33230	
HGNC:7750	NELL1	neural EGFL like 1		IDH3GL, FLJ45906	AK127805	NM_006157
HGNC:58265	NELL1-AS1	NELL1 antisense RNA 1				
HGNC:7751	NELL2	neural EGFL like 2		NRP2	D83018	NM_006159
HGNC:7752	NEM1	symbol withdrawn, see [HGNC:12012](/data/gene-symbol-report/#!/hgnc_id/HGNC:12012)				
HGNC:7753	NEM2	symbol withdrawn, see [HGNC:7720](/data/gene-symbol-report/#!/hgnc_id/HGNC:7720)				
HGNC:10663	NEMF	nuclear export mediator factor	SDCCAG1	NY-CO-1, FLJ10051, RQC2	AF039687	NM_004713
HGNC:29001	NEMP1	nuclear envelope integral membrane protein 1	TMEM194, TMEM194A	KIAA0286	AB006624	NM_015257
HGNC:33700	NEMP2	nuclear envelope integral membrane protein 2	TMEM194B			NM_001142645
HGNC:55713	NEMP2-DT	NEMP2 divergent transcript				
HGNC:30384	NENF	neudesin neurotrophic factor		CIR2, SCIRP10, SPUF		NM_013349
HGNC:50298	NENFP1	neudesin neurotrophic factor pseudogene 1				
HGNC:50299	NENFP2	neudesin neurotrophic factor pseudogene 2				
HGNC:50300	NENFP3	neudesin neurotrophic factor pseudogene 3				
HGNC:7754	NEO1	neogenin 1		NGN, HsT17534, IGDCC2, NTN1R2	U61262	NM_002499
HGNC:7755	NEP	symbol withdrawn, see [HGNC:2730](/data/gene-symbol-report/#!/hgnc_id/HGNC:2730)				
HGNC:33184	NEPNP	nephrocan, pseudogene		NPN, NEPN		NG_008306
HGNC:24496	NEPRO	nucleolus and neural progenitor protein	C3orf17	DKFZP434F2021, NET17	AL117573	NM_015412
HGNC:41049	NEPRO-AS1	NEPRO antisense RNA 1				
HGNC:7756	NES	nestin		FLJ21841	X65964	NM_006617
HGNC:7757	NET1	symbol withdrawn, see [HGNC:11051](/data/gene-symbol-report/#!/hgnc_id/HGNC:11051)				
HGNC:14592	NET1	neuroepithelial cell transforming 1		ARHGEF8, NET1A	AJ010046	NM_005863
HGNC:13823	NETO1	neuropilin and tolloid like 1		BTCL1, BCTL1	AF448838	NM_138999
HGNC:55333	NETO1-DT	NETO1 divergent transcript				NR_134647
HGNC:14644	NETO2	neuropilin and tolloid like 2		FLJ10430, NEOT2	AK001292	NM_018092
HGNC:7758	NEU1	neuraminidase 1	NEU		AF040958	
HGNC:7759	NEU2	neuraminidase 2		SIAL2	Y16535	NM_005383
HGNC:7760	NEU3	neuraminidase 3			AB008185	NM_006656
HGNC:21328	NEU4	neuraminidase 4			BC012899	NM_080741
HGNC:7761	NEURL1	neuralized E3 ubiquitin protein ligase 1	NEURL	h-neu, RNF67, neu-1	U87864	
HGNC:51220	NEURL1-AS1	NEURL1 antisense RNA 1			AA399019	NR_120675
HGNC:35422	NEURL1B	neuralized E3 ubiquitin protein ligase 1B		DKFZP761M1511, Neur2, RNF67B		
HGNC:16156	NEURL2	neuralized E3 ubiquitin protein ligase 2	C20orf163	dJ337O18.6, FLJ30259, Ozz, Ozz-E3	AL008726	
HGNC:25162	NEURL3	neuralized E3 ubiquitin protein ligase 3		Lincr, LOC93082, RNF132		NM_138397
HGNC:34410	NEURL4	neuralized E3 ubiquitin protein ligase 4		KIAA1787		NM_032442
HGNC:7762	NEUROD1	neuronal differentiation 1	NEUROD	BETA2, BHF-1, NeuroD, bHLHa3, MODY6	U50823	NM_002500
HGNC:7763	NEUROD2	neuronal differentiation 2		NDRF, bHLHa1	U58681	NM_006160
HGNC:14080	NEUROD3	symbol withdrawn, see [HGNC:7764](/data/gene-symbol-report/#!/hgnc_id/HGNC:7764)				
HGNC:13802	NEUROD4	neuronal differentiation 4		Atoh3, ATH-3, MATH-3, bHLHa4	AF203901	
HGNC:13804	NEUROD6	neuronal differentiation 6		Atoh2, NEX1M, Math-2, bHLHa2, Nex1	AF248954	NM_022728
HGNC:7764	NEUROG1	neurogenin 1	NEUROD3	AKA, Math4C, ngn1, bHLHa6	U63842	NM_006161
HGNC:13805	NEUROG2	neurogenin 2		Atoh4, Math4A, ngn-2, bHLHa8, NGN2	AF303002	NM_024019
HGNC:40656	NEUROG2-AS1	NEUROG2 and ZGRF1 antisense RNA 1				NR_161159
HGNC:13806	NEUROG3	neurogenin 3		Atoh5, Math4B, ngn3, bHLHa7	AJ133776	NM_020999
HGNC:29433	NEXMIF	neurite extension and migration factor	KIAA2022	XPN, MRX98, KIDLIA		NM_001008537
HGNC:29557	NEXN	nexilin F-actin binding protein		nexilin, NELIN	AK057954	NM_144573
HGNC:31983	NEXN-AS1	NEXN antisense RNA 1	C1orf118	FLJ90637	AK075118	NR_103535
HGNC:7765	NF1	neurofibromin 1				NM_000267
HGNC:7768	NF1L3	neurofibromin 1-like 3				
HGNC:7772	NF1P1	neurofibromin 1 pseudogene 1		NF1HHS	U35691	
HGNC:38664	NF1P2	neurofibromin 1 pseudogene 2			M84131	
HGNC:7766	NF1P3	neurofibromin 1 pseudogene 3	NF1L1		D26141	NG_009867
HGNC:7769	NF1P4	neurofibromin 1 pseudogene 4	NF1L4		U35690	NG_007891
HGNC:7770	NF1P5	neurofibromin 1 pseudogene 5	NF1L5		U35689, U35688	NG_007889
HGNC:7771	NF1P6	neurofibromin 1 pseudogene 6	NF1L6	Em:AP000532.C22.1	U35692	NG_007890
HGNC:34230	NF1P7	neurofibromin 1 pseudogene 7	NF1L7			NG_007892
HGNC:7767	NF1P8	neurofibromin 1 pseudogene 8	NF1L2		U35697	NG_007888
HGNC:51736	NF1P9	neurofibromin 1 pseudogene 9				
HGNC:51737	NF1P10	neurofibromin 1 pseudogene 10				
HGNC:51738	NF1P11	neurofibromin 1 pseudogene 11				
HGNC:51739	NF1P12	neurofibromin 1 pseudogene 12				
HGNC:7773	NF2	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor		merlin, ACN, SCH, BANF, merlin-1	L11353	NM_000268
HGNC:29872	NFAM1	NFAT activating protein with ITAM motif 1		CNAIP	BC038241	NM_145912
HGNC:29866	NFASC	neurofascin		NRCAML, KIAA0756, FLJ46866, NF	AK027553	NM_001005388
HGNC:7774	NFAT5	nuclear factor of activated T cells 5		TONEBP, KIAA0827, NFATL1, OREBP, NFATZ, NF-AT5	AF134870	NM_138714
HGNC:7775	NFATC1	nuclear factor of activated T cells 1		NF-ATC, NFATc, NFAT2	U08015	NM_172390
HGNC:7776	NFATC2	nuclear factor of activated T cells 2		NF-ATP, NFATp, NFAT1	U43342, U43341	NM_012340
HGNC:25906	NFATC2IP	nuclear factor of activated T cells 2 interacting protein		FLJ14639, NIP45, RAD60, ESC2	AK074761	NM_032815
HGNC:56085	NFATC2IP-AS1	NFATC2IP antisense RNA 1				
HGNC:7777	NFATC3	nuclear factor of activated T cells 3		NFAT4, NFATX, n339260	L41067	NM_004555
HGNC:7778	NFATC4	nuclear factor of activated T cells 4		NFAT3	BC053855	NM_004554
HGNC:7779	NFATC5	nuclear factor of activated T-cells, cytoplasmic 5				
HGNC:7780	NFE2	nuclear factor, erythroid 2		NF-E2	BC005044	NM_006163
HGNC:7781	NFE2L1	NFE2 like bZIP transcription factor 1	TCF11	NRF1, LCR-F1, FLJ00380, NRF-1	AK090459	NM_003204
HGNC:54812	NFE2L1-DT	NFE2L1 divergent transcript				
HGNC:7782	NFE2L2	NFE2 like bZIP transcription factor 2		NRF2, NRF-2		NM_006164
HGNC:7783	NFE2L3	NFE2 like bZIP transcription factor 3		Nrf3	AB010812	
HGNC:22278	NFE2L3P1	nuclear factor, erythroid 2 like 3 pseudogene 1				NG_011711
HGNC:44191	NFE2L3P2	nuclear factor, erythroid 2 like 3 pseudogene 2				NG_029197
HGNC:29902	NFE4	nuclear factor, erythroid 4		NF-E4		NR_166510
HGNC:7784	NFIA	nuclear factor I A		NFI-L, KIAA1439	U07809	NM_005595
HGNC:40402	NFIA-AS1	NFIA antisense RNA 1		RP5-833A20.1		NR_104180
HGNC:40401	NFIA-AS2	NFIA antisense RNA 2				
HGNC:7785	NFIB	nuclear factor I B		NFI-RED, NFIB2, NFIB3	U07810	NM_005596
HGNC:56058	NFIB-AS1	NFIB antisense RNA 1		AL136366.1		
HGNC:7786	NFIC	nuclear factor I C	NFI	CTF, NF-I, CTF5	X12492	NM_005597
HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	IL3BP1	E4BP4, NFIL3A, NF-IL3A	X64318	NM_005384
HGNC:52681	NFILZ	NFIL3 like basic leucine zipper	LINC01862			NM_001378599
HGNC:7788	NFIX	nuclear factor I X		NF1A	U18761	NM_002501
HGNC:7789	NFIXL1	nuclear factor I/X-like 1				
HGNC:7790	NFIXL2	nuclear factor I/X-like 2				
HGNC:7791	NFIXL3	nuclear factor I/X-like 3				
HGNC:7792	NFIXL4	nuclear factor I/X-like 4				
HGNC:7793	NFIXL5	nuclear factor I/X-like 5				
HGNC:7794	NFKB1	nuclear factor kappa B subunit 1		KBF1, p105, NFKB-p50, p50, NF-kappaB, NFkappaB, NF-kB1	M58603	NM_003998
HGNC:58149	NFKB1-AS1	NFKB1 antisense RNA 1		RP11-499E18.1		
HGNC:7795	NFKB2	nuclear factor kappa B subunit 2		LYT-10, p52, p105, NF-kB2, p49/p100	X61498	
HGNC:7796	NFKB3	symbol withdrawn, see [HGNC:9955](/data/gene-symbol-report/#!/hgnc_id/HGNC:9955)				
HGNC:7797	NFKBIA	NFKB inhibitor alpha	NFKBI	IKBA, MAD-3, IkappaBalpha		NM_020529
HGNC:7798	NFKBIB	NFKB inhibitor beta		IKBB, TRIP9	L40407	NM_002503
HGNC:15671	NFKBID	NFKB inhibitor delta		TA-NFKBH, IkappaBNS, IkBNS	AF385434	NM_032721
HGNC:7799	NFKBIE	NFKB inhibitor epsilon		IKBE	U91616	
HGNC:7800	NFKBIL1	NFKB inhibitor like 1	NFKBIL	IKBL	X77909	NM_005007
HGNC:29805	NFKBIZ	NFKB inhibitor zeta		MAIL, FLJ34463, INAP	AF548362	NM_031419
HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein		DKFZp547B2013, INO80G		NM_006165
HGNC:15910	NFS1	NFS1 cysteine desulfurase		NifS, IscS	AF097025	NM_021100
HGNC:16287	NFU1	NFU1 iron-sulfur cluster scaffold	HIRIP5	CGI-33, NifU, NIFUC	AJ132584	NM_015700
HGNC:44553	NFU1P1	NFU1 iron-sulfur cluster scaffold pseudogene 1				
HGNC:44554	NFU1P2	NFU1 iron-sulfur cluster scaffold pseudogene 2				
HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1		NFX2, MGC20369, Tex42, TEG-42	U19759	
HGNC:18726	NFXL1	nuclear transcription factor, X-box binding like 1		HOZFP	AY134856	NM_152995
HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha		HAP2, CBF-B, NF-YA		
HGNC:34078	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1	NFYAP			NG_007867
HGNC:7805	NFYB	nuclear transcription factor Y subunit beta		CBF-A, HAP3, NF-YB		
HGNC:54604	NFYBP1	NFYB pseudogene 1				
HGNC:7806	NFYC	nuclear transcription factor Y subunit gamma		CBF-C, NF-YC	U78774	NM_014223
HGNC:49451	NFYC-AS1	NFYC antisense RNA 1		0808y08y		
HGNC:54923	NFYCP1	NFYC pseudogene 1				NG_022655
HGNC:54924	NFYCP2	NFYC pseudogene 2				NR_036691
HGNC:14077	NGB	neuroglobin			AJ245946	NM_021257
HGNC:20271	NGDN	neuroguidin	C14orf120	DKFZP564O092, LCP5, lpd-2, NGD, CANu1	AK022215	NM_001042635
HGNC:7807	NGEF	neuronal guanine nucleotide exchange factor		ARHGEF27	AJ238899	NM_019850
HGNC:7808	NGF	nerve growth factor	NGFB			NM_002506
HGNC:53922	NGF-AS1	NGF antisense RNA 1		RP4-663N10.1		
HGNC:7809	NGFR	nerve growth factor receptor		TNFRSF16, CD271, p75NTR	M14764	
HGNC:55555	NGFR-AS1	NGFR antisense RNA 1				NR_103773
HGNC:7810	NGL	symbol withdrawn, see [HGNC:3430](/data/gene-symbol-report/#!/hgnc_id/HGNC:3430)				
HGNC:17646	NGLY1	N-glycanase 1		FLJ11005, PNG1, PNG-1	AF250924	
HGNC:18077	NGRN	neugrin, neurite outgrowth associated		DSC92	AB029315	
HGNC:56570	NGRNP1	NGRN pseudogene 1				NG_012756
HGNC:56571	NGRNP2	NGRN pseudogene 2				NG_022310
HGNC:56572	NGRNP3	NGRN pseudogene 3				NG_006957
HGNC:56903	NGRNP4	NGRN pseudogene 4				
HGNC:7811	NHCP1	non-histone chromosome protein 1				
HGNC:7812	NHCP2	non-histone chromosome protein 2				
HGNC:7813	NHE1	symbol withdrawn, see [HGNC:11071](/data/gene-symbol-report/#!/hgnc_id/HGNC:11071)				
HGNC:7814	NHE2	symbol withdrawn, see [HGNC:11072](/data/gene-symbol-report/#!/hgnc_id/HGNC:11072)				
HGNC:7815	NHE3	symbol withdrawn, see [HGNC:11073](/data/gene-symbol-report/#!/hgnc_id/HGNC:11073)				
HGNC:7816	NHE3P	symbol withdrawn, see [HGNC:11074](/data/gene-symbol-report/#!/hgnc_id/HGNC:11074)				
HGNC:56731	NHEG1	neuroblastoma highly expressed DDX5 stabilizing lncRNA 1				NR_027994
HGNC:25737	NHEJ1	non-homologous end joining factor 1		Cernunnos, XLF, FLJ12610	AJ972687	NM_024782
HGNC:11075	NHERF1	NHERF family PDZ scaffold protein 1	SLC9A3R1	NHERF, EBP50, NHERF-1, NHE-RF	AF015926	
HGNC:11076	NHERF2	NHERF family PDZ scaffold protein 2	SLC9A3R2	SIP-1, TKA-1, NHERF-2, E3KARP, OCTS2	AF004900	
HGNC:19891	NHERF4	NHERF family PDZ scaffold protein 4	PDZK2, PDZD3	FLJ22756, IKEPP, NaPi-Cap2	AK091966	NM_024791
HGNC:55561	NHIP	neuronal hypoxia inducible, placenta associated				
HGNC:7817	NHLH1	nescient helix-loop-helix 1	HEN1	NSCL, NSCL1, bHLHa35	BC013789	NM_005598
HGNC:7818	NHLH2	nescient helix-loop-helix 2	HEN2	NSCL2, bHLHa34		NM_005599
HGNC:21576	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1		bA204B7.2, EPM2B	AY324849	
HGNC:24731	NHLRC2	NHL repeat containing 2		FLJ25621, FLJ20147, FLJ33312, MGC45492, DKFZp779F115	AK090631	NM_198514
HGNC:33751	NHLRC3	NHL repeat containing 3				NM_001012754
HGNC:26700	NHLRC4	NHL repeat containing 4				NM_176677
HGNC:14377	NHP2	NHP2 ribonucleoprotein	NOLA2	FLJ20479	AF161404	NM_017838
HGNC:23582	NHP2P1	NHP2 ribonucleoprotein pseudogene 1	NOLA2P1	bA360G10.4		
HGNC:22797	NHP2P2	NHP2 ribonucleoprotein pseudogene 2		TCAG_30283		
HGNC:7820	NHS	NHS actin remodeling regulator				NM_198270
HGNC:40403	NHS-AS1	NHS antisense RNA 1				
HGNC:21021	NHSL1	NHS like 1	C6orf63	bA43P8.1, KIAA1357	AB037778	NM_020464
HGNC:40947	NHSL1-AS1	NHSL1 antisense RNA 1		FLJ46906		NR_033896
